STATE,COUNTY,STNAME,CTYNAME,year,population,fips
37,129,North Carolina,New Hanover County,2002,168147,37129
37,131,North Carolina,Northampton County,2002,22073,37131
37,133,North Carolina,Onslow County,2002,153397,37133
37,135,North Carolina,Orange County,2002,117667,37135
37,137,North Carolina,Pamlico County,2002,12919,37137
37,139,North Carolina,Pasquotank County,2002,35281,37139
37,141,North Carolina,Pender County,2002,42416,37141
37,143,North Carolina,Perquimans County,2002,11598,37143
37,145,North Carolina,Person County,2002,36751,37145
37,147,North Carolina,Pitt County,2002,139128,37147
37,149,North Carolina,Polk County,2002,18928,37149
37,151,North Carolina,Randolph County,2002,132989,37151
37,153,North Carolina,Richmond County,2002,46659,37153
37,155,North Carolina,Robeson County,2002,124676,37155
37,157,North Carolina,Rockingham County,2002,92798,37157
37,159,North Carolina,Rowan County,2002,132765,37159
37,161,North Carolina,Rutherford County,2002,63924,37161
37,163,North Carolina,Sampson County,2002,60732,37163
37,165,North Carolina,Scotland County,2002,35450,37165
37,167,North Carolina,Stanly County,2002,58689,37167
37,169,North Carolina,Stokes County,2002,45079,37169
37,171,North Carolina,Surry County,2002,72152,37171
37,173,North Carolina,Swain County,2002,13120,37173
37,175,North Carolina,Transylvania County,2002,30009,37175
37,177,North Carolina,Tyrrell County,2002,4235,37177
37,179,North Carolina,Union County,2002,138329,37179
37,181,North Carolina,Vance County,2002,44056,37181
37,183,North Carolina,Wake County,2002,676392,37183
37,185,North Carolina,Warren County,2002,20131,37185
37,187,North Carolina,Washington County,2002,13472,37187
37,189,North Carolina,Watauga County,2002,44570,37189
37,191,North Carolina,Wayne County,2002,114305,37191
37,193,North Carolina,Wilkes County,2002,67202,37193
37,195,North Carolina,Wilson County,2002,75213,37195
37,197,North Carolina,Yadkin County,2002,37285,37197
37,199,North Carolina,Yancey County,2002,17710,37199
41,1,Oregon,Baker County,2002,16376,41001
41,3,Oregon,Benton County,2002,80203,41003
41,5,Oregon,Clackamas County,2002,348951,41005
41,7,Oregon,Clatsop County,2002,35519,41007
41,9,Oregon,Columbia County,2002,45104,41009
41,11,Oregon,Coos County,2002,62286,41011
41,13,Oregon,Crook County,2002,19779,41013
41,15,Oregon,Curry County,2002,21653,41015
41,17,Oregon,Deschutes County,2002,125247,41017
41,19,Oregon,Douglas County,2002,101529,41019
41,21,Oregon,Gilliam County,2002,1877,41021
41,23,Oregon,Grant County,2002,7438,41023
41,25,Oregon,Harney County,2002,7417,41025
41,27,Oregon,Hood River County,2002,20615,41027
41,29,Oregon,Jackson County,2002,186704,41029
41,31,Oregon,Jefferson County,2002,19941,41031
41,33,Oregon,Josephine County,2002,77712,41033
41,35,Oregon,Klamath County,2002,64150,41035
41,37,Oregon,Lake County,2002,7522,41037
41,39,Oregon,Lane County,2002,327506,41039
41,41,Oregon,Lincoln County,2002,44270,41041
41,43,Oregon,Linn County,2002,104561,41043
41,45,Oregon,Malheur County,2002,31455,41045
41,47,Oregon,Marion County,2002,292533,41047
41,49,Oregon,Morrow County,2002,11313,41049
41,51,Oregon,Multnomah County,2002,676653,41051
41,53,Oregon,Polk County,2002,64135,41053
41,55,Oregon,Sherman County,2002,1763,41055
41,57,Oregon,Tillamook County,2002,24396,41057
41,59,Oregon,Umatilla County,2002,72150,41059
41,61,Oregon,Union County,2002,24472,41061
41,63,Oregon,Wallowa County,2002,7042,41063
41,65,Oregon,Wasco County,2002,23699,41065
41,67,Oregon,Washington County,2002,468549,41067
41,69,Oregon,Wheeler County,2002,1534,41069
41,71,Oregon,Yamhill County,2002,87370,41071
45,1,South Carolina,Abbeville County,2002,26311,45001
45,3,South Carolina,Aiken County,2002,145226,45003
45,5,South Carolina,Allendale County,2002,11114,45005
45,7,South Carolina,Anderson County,2002,170287,45007
45,9,South Carolina,Bamberg County,2002,16548,45009
45,11,South Carolina,Barnwell County,2002,23177,45011
45,13,South Carolina,Beaufort County,2002,129290,45013
45,15,South Carolina,Berkeley County,2002,146733,45015
45,17,South Carolina,Calhoun County,2002,15257,45017
45,19,South Carolina,Charleston County,2002,317379,45019
45,21,South Carolina,Cherokee County,2002,53407,45021
45,23,South Carolina,Chester County,2002,34083,45023
45,25,South Carolina,Chesterfield County,2002,43834,45025
45,27,South Carolina,Clarendon County,2002,33094,45027
45,29,South Carolina,Colleton County,2002,38463,45029
45,31,South Carolina,Darlington County,2002,68247,45031
45,33,South Carolina,Dillon County,2002,31000,45033
45,35,South Carolina,Dorchester County,2002,101067,45035
45,37,South Carolina,Edgefield County,2002,24962,45037
45,39,South Carolina,Fairfield County,2002,23890,45039
45,41,South Carolina,Florence County,2002,127343,45041
45,43,South Carolina,Georgetown County,2002,57688,45043
45,45,South Carolina,Greenville County,2002,390197,45045
45,47,South Carolina,Greenwood County,2002,66996,45047
45,49,South Carolina,Hampton County,2002,21186,45049
45,51,South Carolina,Horry County,2002,206566,45051
45,53,South Carolina,Jasper County,2002,21102,45053
45,55,South Carolina,Kershaw County,2002,53714,45055
45,57,South Carolina,Lancaster County,2002,63282,45057
45,59,South Carolina,Laurens County,2002,68841,45059
45,61,South Carolina,Lee County,2002,19970,45061
45,63,South Carolina,Lexington County,2002,222761,45063
45,65,South Carolina,McCormick County,2002,10110,45065
45,67,South Carolina,Marion County,2002,34786,45067
45,69,South Carolina,Marlboro County,2002,28599,45069
45,71,South Carolina,Newberry County,2002,36244,45071
45,73,South Carolina,Oconee County,2002,68194,45073
45,75,South Carolina,Orangeburg County,2002,91676,45075
45,77,South Carolina,Pickens County,2002,111806,45077
45,79,South Carolina,Richland County,2002,331285,45079
45,81,South Carolina,Saluda County,2002,19180,45081
45,83,South Carolina,Spartanburg County,2002,258467,45083
45,85,South Carolina,Sumter County,2002,105380,45085
45,87,South Carolina,Union County,2002,29699,45087
45,89,South Carolina,Williamsburg County,2002,36333,45089
45,91,South Carolina,York County,2002,173021,45091
47,1,Tennessee,Anderson County,2002,71515,47001
47,3,Tennessee,Bedford County,2002,38960,47003
47,5,Tennessee,Benton County,2002,16572,47005
47,7,Tennessee,Bledsoe County,2002,12446,47007
47,9,Tennessee,Blount County,2002,109515,47009
47,11,Tennessee,Bradley County,2002,89711,47011
47,13,Tennessee,Campbell County,2002,39824,47013
47,15,Tennessee,Cannon County,2002,12965,47015
47,17,Tennessee,Carroll County,2002,29146,47017
47,19,Tennessee,Carter County,2002,56682,47019
47,21,Tennessee,Cheatham County,2002,36709,47021
47,23,Tennessee,Chester County,2002,15900,47023
47,25,Tennessee,Claiborne County,2002,30099,47025
47,27,Tennessee,Clay County,2002,7924,47027
47,29,Tennessee,Cocke County,2002,33920,47029
47,31,Tennessee,Coffee County,2002,49074,47031
47,33,Tennessee,Crockett County,2002,14487,47033
47,35,Tennessee,Cumberland County,2002,48918,47035
47,37,Tennessee,Davidson County,2002,574215,47037
47,39,Tennessee,Decatur County,2002,11659,47039
47,41,Tennessee,DeKalb County,2002,17678,47041
47,43,Tennessee,Dickson County,2002,44586,47043
47,45,Tennessee,Dyer County,2002,37166,47045
47,47,Tennessee,Fayette County,2002,30936,47047
47,49,Tennessee,Fentress County,2002,16865,47049
47,51,Tennessee,Franklin County,2002,39889,47051
47,53,Tennessee,Gibson County,2002,47897,47053
47,55,Tennessee,Giles County,2002,29479,47055
47,57,Tennessee,Grainger County,2002,20932,47057
47,59,Tennessee,Greene County,2002,64070,47059
47,61,Tennessee,Grundy County,2002,14156,47061
47,63,Tennessee,Hamblen County,2002,58285,47063
47,65,Tennessee,Hamilton County,2002,311890,47065
47,67,Tennessee,Hancock County,2002,6798,47067
47,69,Tennessee,Hardeman County,2002,28093,47069
47,71,Tennessee,Hardin County,2002,25758,47071
47,73,Tennessee,Hawkins County,2002,54302,47073
47,75,Tennessee,Haywood County,2002,19524,47075
47,77,Tennessee,Henderson County,2002,25930,47077
47,79,Tennessee,Henry County,2002,31343,47079
47,81,Tennessee,Hickman County,2002,23203,47081
47,83,Tennessee,Houston County,2002,8028,47083
47,85,Tennessee,Humphreys County,2002,17976,47085
47,87,Tennessee,Jackson County,2002,11259,47087
47,89,Tennessee,Jefferson County,2002,45634,47089
47,91,Tennessee,Johnson County,2002,17780,47091
47,93,Tennessee,Knox County,2002,389443,47093
47,95,Tennessee,Lake County,2002,8003,47095
47,97,Tennessee,Lauderdale County,2002,27417,47097
47,99,Tennessee,Lawrence County,2002,40524,47099
47,101,Tennessee,Lewis County,2002,11540,47101
47,103,Tennessee,Lincoln County,2002,31540,47103
47,105,Tennessee,Loudon County,2002,40993,47105
47,107,Tennessee,McMinn County,2002,49934,47107
47,109,Tennessee,McNairy County,2002,24579,47109
47,111,Tennessee,Macon County,2002,20781,47111
47,113,Tennessee,Madison County,2002,93503,47113
47,115,Tennessee,Marion County,2002,27804,47115
47,117,Tennessee,Marshall County,2002,27305,47117
47,119,Tennessee,Maury County,2002,70574,47119
47,121,Tennessee,Meigs County,2002,11155,47121
47,123,Tennessee,Monroe County,2002,39889,47123
47,125,Tennessee,Montgomery County,2002,138098,47125
47,127,Tennessee,Moore County,2002,5928,47127
47,129,Tennessee,Morgan County,2002,20352,47129
47,131,Tennessee,Obion County,2002,32354,47131
47,133,Tennessee,Overton County,2002,20427,47133
47,135,Tennessee,Perry County,2002,7530,47135
47,137,Tennessee,Pickett County,2002,5097,47137
47,139,Tennessee,Polk County,2002,16268,47139
47,141,Tennessee,Putnam County,2002,64013,47141
47,143,Tennessee,Rhea County,2002,28884,47143
47,145,Tennessee,Roane County,2002,52325,47145
47,147,Tennessee,Robertson County,2002,56795,47147
47,149,Tennessee,Rutherford County,2002,196518,47149
47,151,Tennessee,Scott County,2002,21593,47151
47,153,Tennessee,Sequatchie County,2002,11740,47153
47,155,Tennessee,Sevier County,2002,75035,47155
47,157,Tennessee,Shelby County,2002,902634,47157
47,159,Tennessee,Smith County,2002,18104,47159
47,161,Tennessee,Stewart County,2002,12662,47161
47,163,Tennessee,Sullivan County,2002,153160,47163
47,165,Tennessee,Sumner County,2002,136097,47165
47,167,Tennessee,Tipton County,2002,53382,47167
47,169,Tennessee,Trousdale County,2002,7334,47169
47,171,Tennessee,Unicoi County,2002,17765,47171
47,173,Tennessee,Union County,2002,18453,47173
47,175,Tennessee,Van Buren County,2002,5505,47175
47,177,Tennessee,Warren County,2002,38500,47177
47,179,Tennessee,Washington County,2002,109526,47179
47,181,Tennessee,Wayne County,2002,17078,47181
47,183,Tennessee,Weakley County,2002,34443,47183
47,185,Tennessee,White County,2002,23650,47185
47,187,Tennessee,Williamson County,2002,136953,47187
47,189,Tennessee,Wilson County,2002,93033,47189
53,1,Washington,Adams County,2002,16445,53001
53,3,Washington,Asotin County,2002,20490,53003
53,5,Washington,Benton County,2002,150323,53005
53,7,Washington,Chelan County,2002,66742,53007
53,9,Washington,Clallam County,2002,65777,53009
53,11,Washington,Clark County,2002,366405,53011
53,13,Washington,Columbia County,2002,3995,53013
53,15,Washington,Cowlitz County,2002,94325,53015
53,17,Washington,Douglas County,2002,33044,53017
53,19,Washington,Ferry County,2002,7280,53019
53,21,Washington,Franklin County,2002,52365,53021
53,23,Washington,Garfield County,2002,2293,53023
53,25,Washington,Grant County,2002,76944,53025
53,27,Washington,Grays Harbor County,2002,68264,53027
53,29,Washington,Island County,2002,74840,53029
53,31,Washington,Jefferson County,2002,27201,53031
53,33,Washington,King County,2002,1758685,53033
53,35,Washington,Kitsap County,2002,238129,53035
53,37,Washington,Kittitas County,2002,34977,53037
53,39,Washington,Klickitat County,2002,19060,53039
53,41,Washington,Lewis County,2002,69452,53041
53,43,Washington,Lincoln County,2002,10092,53043
53,45,Washington,Mason County,2002,51215,53045
53,47,Washington,Okanogan County,2002,38865,53047
53,49,Washington,Pacific County,2002,20514,53049
53,51,Washington,Pend Oreille County,2002,11934,53051
53,53,Washington,Pierce County,2002,728091,53053
53,55,Washington,San Juan County,2002,14628,53055
53,57,Washington,Skagit County,2002,105563,53057
53,59,Washington,Skamania County,2002,9886,53059
53,61,Washington,Snohomish County,2002,631526,53061
53,63,Washington,Spokane County,2002,427107,53063
53,65,Washington,Stevens County,2002,40334,53065
53,67,Washington,Thurston County,2002,216313,53067
53,69,Washington,Wahkiakum County,2002,3789,53069
53,71,Washington,Walla Walla County,2002,55666,53071
53,73,Washington,Whatcom County,2002,174904,53073
53,75,Washington,Whitman County,2002,41484,53075
53,77,Washington,Yakima County,2002,223402,53077
6,1,California,Alameda County,2003,1454163,06001
6,3,California,Alpine County,2003,1233,06003
6,5,California,Amador County,2003,36994,06005
6,7,California,Butte County,2003,211481,06007
6,9,California,Calaveras County,2003,43755,06009
6,11,California,Colusa County,2003,19568,06011
6,13,California,Contra Costa County,2003,987531,06013
6,15,California,Del Norte County,2003,27601,06015
6,17,California,El Dorado County,2003,168331,06017
6,19,California,Fresno County,2003,847193,06019
6,21,California,Glenn County,2003,27016,06021
6,23,California,Humboldt County,2003,129754,06023
6,25,California,Imperial County,2003,148984,06025
6,27,California,Inyo County,2003,18593,06027
6,29,California,Kern County,2003,714272,06029
6,31,California,Kings County,2003,139393,06031
6,33,California,Lake County,2003,62496,06033
6,35,California,Lassen County,2003,33930,06035
6,37,California,Los Angeles County,2003,9767145,06037
6,39,California,Madera County,2003,132738,06039
6,41,California,Marin County,2003,245054,06041
6,43,California,Mariposa County,2003,17707,06043
6,45,California,Mendocino County,2003,88140,06045
6,47,California,Merced County,2003,231735,06047
6,49,California,Modoc County,2003,9501,06049
6,51,California,Mono County,2003,13352,06051
6,53,California,Monterey County,2003,409725,06053
6,55,California,Napa County,2003,130138,06055
6,57,California,Nevada County,2003,95606,06057
6,59,California,Orange County,2003,2929376,06059
6,61,California,Placer County,2003,290726,06061
6,63,California,Plumas County,2003,20957,06063
6,65,California,Riverside County,2003,1771656,06065
6,67,California,Sacramento County,2003,1328531,06067
6,69,California,San Benito County,2003,55198,06069
6,71,California,San Bernardino County,2003,1846115,06071
6,73,California,San Diego County,2003,2914702,06073
6,75,California,San Francisco County,2003,766160,06075
6,77,California,San Joaquin County,2003,626778,06077
6,79,California,San Luis Obispo County,2003,254674,06079
6,81,California,San Mateo County,2003,693057,06081
6,83,California,Santa Barbara County,2003,406810,06083
6,85,California,Santa Clara County,2003,1663592,06085
6,87,California,Santa Cruz County,2003,253021,06087
6,89,California,Shasta County,2003,173202,06089
6,91,California,Sierra County,2003,3511,06091
6,93,California,Siskiyou County,2003,44287,06093
6,95,California,Solano County,2003,408409,06095
6,97,California,Sonoma County,2003,466489,06097
6,99,California,Stanislaus County,2003,487357,06099
6,101,California,Sutter County,2003,84671,06101
6,103,California,Tehama County,2003,58528,06103
6,105,California,Trinity County,2003,13210,06105
6,107,California,Tulare County,2003,388743,06107
6,109,California,Tuolumne County,2003,56513,06109
6,111,California,Ventura County,2003,788070,06111
6,113,California,Yolo County,2003,182954,06113
6,115,California,Yuba County,2003,62733,06115
8,1,Colorado,Adams County,2003,377464,08001
8,3,Colorado,Alamosa County,2003,15067,08003
8,5,Colorado,Arapahoe County,2003,513690,08005
8,7,Colorado,Archuleta County,2003,11089,08007
8,9,Colorado,Baca County,2003,4117,08009
8,11,Colorado,Bent County,2003,6166,08011
8,13,Colorado,Boulder County,2003,278768,08013
8,14,Colorado,Broomfield County,2003,43805,08014
8,15,Colorado,Chaffee County,2003,16921,08015
8,17,Colorado,Cheyenne County,2003,2021,08017
8,19,Colorado,Clear Creek County,2003,9402,08019
8,21,Colorado,Conejos County,2003,8310,08021
8,23,Colorado,Costilla County,2003,3645,08023
8,25,Colorado,Crowley County,2003,5464,08025
8,27,Colorado,Custer County,2003,3865,08027
8,29,Colorado,Delta County,2003,28929,08029
8,31,Colorado,Denver County,2003,552588,08031
8,33,Colorado,Dolores County,2003,1842,08033
8,35,Colorado,Douglas County,2003,220352,08035
8,37,Colorado,Eagle County,2003,44995,08037
8,39,Colorado,Elbert County,2003,21834,08039
8,41,Colorado,El Paso County,2003,547549,08041
8,43,Colorado,Fremont County,2003,46901,08043
8,45,Colorado,Garfield County,2003,47622,08045
8,47,Colorado,Gilpin County,2003,4777,08047
8,49,Colorado,Grand County,2003,13324,08049
8,51,Colorado,Gunnison County,2003,14273,08051
8,53,Colorado,Hinsdale County,2003,779,08053
8,55,Colorado,Huerfano County,2003,7428,08055
8,57,Colorado,Jackson County,2003,1512,08057
8,59,Colorado,Jefferson County,2003,524940,08059
8,61,Colorado,Kiowa County,2003,1501,08061
8,63,Colorado,Kit Carson County,2003,8133,08063
8,65,Colorado,Lake County,2003,7491,08065
8,67,Colorado,La Plata County,2003,46121,08067
8,69,Colorado,Larimer County,2003,268448,08069
8,71,Colorado,Las Animas County,2003,15706,08071
8,73,Colorado,Lincoln County,2003,5904,08073
8,75,Colorado,Logan County,2003,21825,08075
8,77,Colorado,Mesa County,2003,124994,08077
8,79,Colorado,Mineral County,2003,828,08079
8,81,Colorado,Moffat County,2003,13106,08081
