Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,STATE,COUNTY,STNAME,CTYNAME,year,population,fips
,"Clark County, WA",53011,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,53,11,Washington,Clark County,2012,436361,53011
,"Cowlitz County, WA",53015,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,53,15,Washington,Cowlitz County,2012,101663,53015
,"Grays Harbor County, WA",53027,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,27,Washington,Grays Harbor County,2012,71773,53027
,"Island County, WA",53029,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,29,Washington,Island County,2012,79039,53029
,"King County, WA",53033,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,201.0,53,33,Washington,King County,2012,2011197,53033
,"Kitsap County, WA",53035,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,53,35,Washington,Kitsap County,2012,254339,53035
,"Mason County, WA",53045,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,53,45,Washington,Mason County,2012,60681,53045
,"Pierce County, WA",53053,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,53,53,Washington,Pierce County,2012,815535,53053
,"Skagit County, WA",53057,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,53,57,Washington,Skagit County,2012,117714,53057
,"Snohomish County, WA",53061,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0,53,61,Washington,Snohomish County,2012,732097,53061
,"Spokane County, WA",53063,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,53,63,Washington,Spokane County,2012,475447,53063
,"Thurston County, WA",53067,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,53,67,Washington,Thurston County,2012,258527,53067
,"Whatcom County, WA",53073,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,53,73,Washington,Whatcom County,2012,204863,53073
,"Yakima County, WA",53077,2012,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,53,77,Washington,Yakima County,2012,246127,53077
,"Alachua County, FL",12001,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,12,1,Florida,Alachua County,2013,252475,12001
,"Bay County, FL",12005,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,12,5,Florida,Bay County,2013,174596,12005
,"Brevard County, FL",12009,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,12,9,Florida,Brevard County,2013,550255,12009
,"Broward County, FL",12011,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,155.0,12,11,Florida,Broward County,2013,1836600,12011
,"Citrus County, FL",12017,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,12,17,Florida,Citrus County,2013,138829,12017
,"Clay County, FL",12019,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,12,19,Florida,Clay County,2013,195657,12019
,"Collier County, FL",12021,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,12,21,Florida,Collier County,2013,338987,12021
,"Columbia County, FL",12023,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,23,Florida,Columbia County,2013,67417,12023
,"Duval County, FL",12031,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0,12,31,Florida,Duval County,2013,885943,12031
,"Escambia County, FL",12033,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,12,33,Florida,Escambia County,2013,306694,12033
,"Hernando County, FL",12053,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,12,53,Florida,Hernando County,2013,173639,12053
,"Highlands County, FL",12055,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,12,55,Florida,Highlands County,2013,98077,12055
,"Hillsborough County, FL",12057,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0,12,57,Florida,Hillsborough County,2013,1304131,12057
,"Indian River County, FL",12061,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,61,Florida,Indian River County,2013,141895,12061
,"Lake County, FL",12069,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,12,69,Florida,Lake County,2013,307973,12069
,"Lee County, FL",12071,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,12,71,Florida,Lee County,2013,659834,12071
,"Leon County, FL",12073,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,73,Florida,Leon County,2013,281887,12073
,"Manatee County, FL",12081,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,12,81,Florida,Manatee County,2013,341855,12081
,"Marion County, FL",12083,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,12,83,Florida,Marion County,2013,335083,12083
,"Martin County, FL",12085,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,12,85,Florida,Martin County,2013,151126,12085
,"Miami-Dade County, FL",12086,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,12,86,Florida,Miami-Dade County,2013,2609692,12086
,"Nassau County, FL",12089,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,12,89,Florida,Nassau County,2013,75384,12089
,"Orange County, FL",12095,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,12,95,Florida,Orange County,2013,1227435,12095
,"Osceola County, FL",12097,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,12,97,Florida,Osceola County,2013,299238,12097
,"Palm Beach County, FL",12099,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0,12,99,Florida,Palm Beach County,2013,1376462,12099
,"Pasco County, FL",12101,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,12,101,Florida,Pasco County,2013,474352,12101
,"Pinellas County, FL",12103,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0,12,103,Florida,Pinellas County,2013,928414,12103
,"Polk County, FL",12105,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,12,105,Florida,Polk County,2013,622633,12105
,"St. Johns County, FL",12109,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,109,Florida,St. Johns County,2013,209439,12109
,"St. Lucie County, FL",12111,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,12,111,Florida,St. Lucie County,2013,285299,12111
,"Santa Rosa County, FL",12113,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,113,Florida,Santa Rosa County,2013,160392,12113
,"Sarasota County, FL",12115,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,12,115,Florida,Sarasota County,2013,389941,12115
,"Seminole County, FL",12117,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,12,117,Florida,Seminole County,2013,435503,12117
,"Volusia County, FL",12127,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,12,127,Florida,Volusia County,2013,500438,12127
,"Bibb County, GA",13021,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,13,21,Georgia,Bibb County,2013,155031,13021
,"Carroll County, GA",13045,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,45,Georgia,Carroll County,2013,112265,13045
,"Chatham County, GA",13051,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,13,51,Georgia,Chatham County,2013,277650,13051
,"Cherokee County, GA",13057,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,13,57,Georgia,Cherokee County,2013,224314,13057
,"Clayton County, GA",13063,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,63,Georgia,Clayton County,2013,264015,13063
,"Cobb County, GA",13067,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0,13,67,Georgia,Cobb County,2013,716017,13067
,"Columbia County, GA",13073,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,73,Georgia,Columbia County,2013,136141,13073
,"DeKalb County, GA",13089,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,13,89,Georgia,DeKalb County,2013,717740,13089
,"Douglas County, GA",13097,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,97,Georgia,Douglas County,2013,136024,13097
,"Fannin County, GA",13111,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,111,Georgia,Fannin County,2013,23831,13111
,"Floyd County, GA",13115,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,115,Georgia,Floyd County,2013,95880,13115
,"Forsyth County, GA",13117,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,13,117,Georgia,Forsyth County,2013,193801,13117
,"Fulton County, GA",13121,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0,13,121,Georgia,Fulton County,2013,981472,13121
,"Glynn County, GA",13127,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,13,127,Georgia,Glynn County,2013,81497,13127
,"Gwinnett County, GA",13135,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,13,135,Georgia,Gwinnett County,2013,853459,13135
,"Hall County, GA",13139,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,13,139,Georgia,Hall County,2013,186431,13139
,"Henry County, GA",13151,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,13,151,Georgia,Henry County,2013,210012,13151
,"Jackson County, GA",13157,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,157,Georgia,Jackson County,2013,61268,13157
,"Murray County, GA",13213,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,213,Georgia,Murray County,2013,39178,13213
,"Muscogee County, GA",13215,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,215,Georgia,Muscogee County,2013,203225,13215
,"Newton County, GA",13217,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,217,Georgia,Newton County,2013,102040,13217
,"Paulding County, GA",13223,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,13,223,Georgia,Paulding County,2013,146753,13223
,"Richmond County, GA",13245,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,13,245,Georgia,Richmond County,2013,201335,13245
,"Rockdale County, GA",13247,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,247,Georgia,Rockdale County,2013,86480,13247
,"Walton County, GA",13297,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,13,297,Georgia,Walton County,2013,86041,13297
,"Whitfield County, GA",13313,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,13,313,Georgia,Whitfield County,2013,102728,13313
,"Ada County, ID",16001,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,16,1,Idaho,Ada County,2013,415951,16001
,"Bonneville County, ID",16019,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,16,19,Idaho,Bonneville County,2013,107369,16019
,"Canyon County, ID",16027,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,16,27,Idaho,Canyon County,2013,198590,16027
,"DeSoto County, MS",28033,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,28,33,Mississippi,DeSoto County,2013,168370,28033
,"Hancock County, MS",28045,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,28,45,Mississippi,Hancock County,2013,45522,28045
,"Harrison County, MS",28047,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,28,47,Mississippi,Harrison County,2013,196134,28047
,"Jackson County, MS",28059,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,28,59,Mississippi,Jackson County,2013,140324,28059
,"Pearl River County, MS",28109,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,28,109,Mississippi,Pearl River County,2013,54833,28109
,"Rankin County, MS",28121,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,28,121,Mississippi,Rankin County,2013,147321,28121
,"Cascade County, MT",30013,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,30,13,Montana,Cascade County,2013,82194,30013
,"Flathead County, MT",30029,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,30,29,Montana,Flathead County,2013,92935,30029
,"Missoula County, MT",30063,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,30,63,Montana,Missoula County,2013,111900,30063
,"Alamance County, NC",37001,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,37,1,North Carolina,Alamance County,2013,154162,37001
,"Brunswick County, NC",37019,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,37,19,North Carolina,Brunswick County,2013,114922,37019
,"Buncombe County, NC",37021,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,37,21,North Carolina,Buncombe County,2013,246807,37021
,"Burke County, NC",37023,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,37,23,North Carolina,Burke County,2013,89354,37023
,"Cabarrus County, NC",37025,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,37,25,North Carolina,Cabarrus County,2013,187240,37025
,"Catawba County, NC",37035,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,35,North Carolina,Catawba County,2013,154965,37035
,"Cleveland County, NC",37045,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,37,45,North Carolina,Cleveland County,2013,96873,37045
,"Craven County, NC",37049,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,49,North Carolina,Craven County,2013,104285,37049
,"Cumberland County, NC",37051,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,37,51,North Carolina,Cumberland County,2013,332997,37051
,"Davidson County, NC",37057,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,37,57,North Carolina,Davidson County,2013,163295,37057
,"Durham County, NC",37063,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,37,63,North Carolina,Durham County,2013,288723,37063
,"Edgecombe County, NC",37065,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,65,North Carolina,Edgecombe County,2013,55422,37065
,"Forsyth County, NC",37067,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,37,67,North Carolina,Forsyth County,2013,360594,37067
,"Gaston County, NC",37071,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,37,71,North Carolina,Gaston County,2013,209212,37071
,"Guilford County, NC",37081,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,37,81,North Carolina,Guilford County,2013,506400,37081
,"Harnett County, NC",37085,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,85,North Carolina,Harnett County,2013,125028,37085
,"Haywood County, NC",37087,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,87,North Carolina,Haywood County,2013,58962,37087
,"Henderson County, NC",37089,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,37,89,North Carolina,Henderson County,2013,108879,37089
,"Iredell County, NC",37097,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,37,97,North Carolina,Iredell County,2013,164582,37097
,"Johnston County, NC",37101,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,101,North Carolina,Johnston County,2013,177227,37101
,"Lincoln County, NC",37109,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,37,109,North Carolina,Lincoln County,2013,79111,37109
,"Mecklenburg County, NC",37119,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,37,119,North Carolina,Mecklenburg County,2013,990677,37119
,"Nash County, NC",37127,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,127,North Carolina,Nash County,2013,94421,37127
,"New Hanover County, NC",37129,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,37,129,North Carolina,New Hanover County,2013,212921,37129
,"Onslow County, NC",37133,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,133,North Carolina,Onslow County,2013,192354,37133
,"Pitt County, NC",37147,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,37,147,North Carolina,Pitt County,2013,174380,37147
,"Randolph County, NC",37151,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,37,151,North Carolina,Randolph County,2013,142308,37151
,"Robeson County, NC",37155,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,155,North Carolina,Robeson County,2013,135136,37155
,"Rockingham County, NC",37157,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,157,North Carolina,Rockingham County,2013,91896,37157
,"Rowan County, NC",37159,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,37,159,North Carolina,Rowan County,2013,137690,37159
,"Rutherford County, NC",37161,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,161,North Carolina,Rutherford County,2013,66847,37161
,"Stanly County, NC",37167,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,167,North Carolina,Stanly County,2013,60633,37167
,"Union County, NC",37179,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,179,North Carolina,Union County,2013,212200,37179
,"Wake County, NC",37183,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,37,183,North Carolina,Wake County,2013,974198,37183
,"Wayne County, NC",37191,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,191,North Carolina,Wayne County,2013,124587,37191
,"Wilkes County, NC",37193,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,37,193,North Carolina,Wilkes County,2013,68609,37193
,"Clackamas County, OR",41005,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,41,5,Oregon,Clackamas County,2013,387442,41005
,"Deschutes County, OR",41017,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,41,17,Oregon,Deschutes County,2013,165299,41017
,"Jackson County, OR",41029,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,41,29,Oregon,Jackson County,2013,207179,41029
,"Lane County, OR",41039,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,41,39,Oregon,Lane County,2013,355481,41039
,"Linn County, OR",41043,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,41,43,Oregon,Linn County,2013,118405,41043
,"Marion County, OR",41047,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,41,47,Oregon,Marion County,2013,321471,41047
,"Multnomah County, OR",41051,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,101.0,41,51,Oregon,Multnomah County,2013,766532,41051
,"Washington County, OR",41067,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,41,67,Oregon,Washington County,2013,555264,41067
,"Aiken County, SC",45003,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,45,3,South Carolina,Aiken County,2013,163702,45003
,"Anderson County, SC",45007,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,45,7,South Carolina,Anderson County,2013,190005,45007
,"Beaufort County, SC",45013,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,45,13,South Carolina,Beaufort County,2013,170962,45013
,"Berkeley County, SC",45015,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,45,15,South Carolina,Berkeley County,2013,194031,45015
,"Charleston County, SC",45019,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,45,19,South Carolina,Charleston County,2013,371703,45019
,"Darlington County, SC",45031,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,45,31,South Carolina,Darlington County,2013,67808,45031
,"Dorchester County, SC",45035,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,45,35,South Carolina,Dorchester County,2013,145538,45035
,"Florence County, SC",45041,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,45,41,South Carolina,Florence County,2013,138178,45041
,"Greenville County, SC",45045,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,45,45,South Carolina,Greenville County,2013,473014,45045
,"Horry County, SC",45051,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,45,51,South Carolina,Horry County,2013,288783,45051
,"Lancaster County, SC",45057,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,45,57,South Carolina,Lancaster County,2013,80649,45057
,"Laurens County, SC",45059,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,45,59,South Carolina,Laurens County,2013,66149,45059
,"Lexington County, SC",45063,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,45,63,South Carolina,Lexington County,2013,273248,45063
,"Oconee County, SC",45073,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,45,73,South Carolina,Oconee County,2013,74937,45073
,"Pickens County, SC",45077,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,45,77,South Carolina,Pickens County,2013,119249,45077
,"Richland County, SC",45079,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,45,79,South Carolina,Richland County,2013,396757,45079
,"Spartanburg County, SC",45083,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,45,83,South Carolina,Spartanburg County,2013,290414,45083
,"York County, SC",45091,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,45,91,South Carolina,York County,2013,238605,45091
,"Anderson County, TN",47001,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,47,1,Tennessee,Anderson County,2013,75299,47001
,"Benton County, TN",47005,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,5,Tennessee,Benton County,2013,16360,47005
,"Blount County, TN",47009,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,47,9,Tennessee,Blount County,2013,124874,47009
,"Bradley County, TN",47011,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,47,11,Tennessee,Bradley County,2013,101778,47011
,"Campbell County, TN",47013,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,47,13,Tennessee,Campbell County,2013,40247,47013
,"Cheatham County, TN",47021,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,21,Tennessee,Cheatham County,2013,39340,47021
,"Davidson County, TN",47037,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,113.0,47,37,Tennessee,Davidson County,2013,660179,47037
,"Greene County, TN",47059,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,59,Tennessee,Greene County,2013,68336,47059
,"Hamilton County, TN",47065,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,47,65,Tennessee,Hamilton County,2013,349050,47065
,"Hardin County, TN",47071,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,47,71,Tennessee,Hardin County,2013,25925,47071
,"Hawkins County, TN",47073,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,47,73,Tennessee,Hawkins County,2013,56696,47073
,"Knox County, TN",47093,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,47,93,Tennessee,Knox County,2013,444314,47093
,"Montgomery County, TN",47125,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,47,125,Tennessee,Montgomery County,2013,184252,47125
,"Putnam County, TN",47141,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,47,141,Tennessee,Putnam County,2013,74095,47141
,"Roane County, TN",47145,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,47,145,Tennessee,Roane County,2013,53161,47145
,"Rutherford County, TN",47149,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,47,149,Tennessee,Rutherford County,2013,281148,47149
,"Sevier County, TN",47155,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,155,Tennessee,Sevier County,2013,93477,47155
,"Shelby County, TN",47157,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,121.0,47,157,Tennessee,Shelby County,2013,938363,47157
,"Sullivan County, TN",47163,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,47,163,Tennessee,Sullivan County,2013,156185,47163
,"Sumner County, TN",47165,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,47,165,Tennessee,Sumner County,2013,168754,47165
,"Washington County, TN",47179,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,47,179,Tennessee,Washington County,2013,125397,47179
,"Williamson County, TN",47187,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,187,Tennessee,Williamson County,2013,199143,47187
,"Wilson County, TN",47189,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,47,189,Tennessee,Wilson County,2013,121990,47189
,"Benton County, WA",53005,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,53,5,Washington,Benton County,2013,184318,53005
,"Clallam County, WA",53009,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,53,9,Washington,Clallam County,2013,72046,53009
,"Clark County, WA",53011,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,53,11,Washington,Clark County,2013,441341,53011
,"Cowlitz County, WA",53015,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,53,15,Washington,Cowlitz County,2013,101483,53015
,"Grays Harbor County, WA",53027,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,53,27,Washington,Grays Harbor County,2013,71046,53027
,"King County, WA",53033,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,53,33,Washington,King County,2013,2047223,53033
,"Kitsap County, WA",53035,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,53,35,Washington,Kitsap County,2013,252401,53035
,"Mason County, WA",53045,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,45,Washington,Mason County,2013,60474,53045
